,pokedex_number,name,german_name,japanese_name,generation,status,species,type_number,type_1,type_2,height_m,weight_kg,abilities_number,ability_1,ability_2,ability_hidden,total_points,hp,attack,defense,sp_attack,sp_defense,speed,catch_rate,base_friendship,base_experience,growth_rate,egg_type_number,egg_type_1,egg_type_2,percentage_male,egg_cycles,against_normal,against_fire,against_water,against_electric,against_grass,against_ice,against_fight,against_poison,against_ground,against_flying,against_psychic,against_bug,against_rock,against_ghost,against_dragon,against_dark,against_steel,against_fairy
84,65,Mega Alakazam,Simsala,フーディン (Foodin),1,Normal,Psi Pokémon,1,Psychic,,1.2,48,1,Trace,,,600,55,50,65,175,105,150,50,70,270,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
85,66,Machop,Machollo,ワンリキー (Wanriky),1,Normal,Superpower Pokémon,1,Fighting,,0.8,19.5,3,Guts,No Guard,Steadfast,305,70,80,50,35,35,35,180,70,61,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
86,67,Machoke,Maschock,ゴーリキー (Goriky),1,Normal,Superpower Pokémon,1,Fighting,,1.5,70.5,3,Guts,No Guard,Steadfast,405,80,100,70,50,60,45,90,70,142,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
87,68,Machamp,Machomei,カイリキー (Kairiky),1,Normal,Superpower Pokémon,1,Fighting,,1.6,130,3,Guts,No Guard,Steadfast,505,90,130,80,65,85,55,45,70,227,Medium Slow,1,Human-Like,,75,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
88,69,Bellsprout,Knofensa,マダツボミ (Madatsubomi),1,Normal,Flower Pokémon,2,Grass,Poison,0.7,4,2,Chlorophyll,,Gluttony,300,50,75,35,70,30,40,255,70,60,Medium Slow,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
89,70,Weepinbell,Ultrigaria,ウツドン (Utsudon),1,Normal,Flycatcher Pokémon,2,Grass,Poison,1,6.4,2,Chlorophyll,,Gluttony,390,65,90,50,85,45,55,120,70,137,Medium Slow,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
90,71,Victreebel,Sarzenia,ウツボット (Utsubot),1,Normal,Flycatcher Pokémon,2,Grass,Poison,1.7,15.5,2,Chlorophyll,,Gluttony,490,80,105,65,100,70,70,45,70,221,Medium Slow,1,Grass,,50,20,1,2,0.5,0.5,0.25,2,0.5,1,1,2,2,1,1,1,1,1,1,0.5
91,72,Tentacool,Tentacha,メノクラゲ (Menokurage),1,Normal,Jellyfish Pokémon,2,Water,Poison,0.9,45.5,3,Clear Body,Liquid Ooze,Rain Dish,335,40,40,35,50,100,70,190,70,67,Slow,1,Water 3,,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
92,73,Tentacruel,Tentoxa,ドククラゲ (Dokukurage),1,Normal,Jellyfish Pokémon,2,Water,Poison,1.6,55,3,Clear Body,Liquid Ooze,Rain Dish,515,80,70,65,80,120,100,60,70,180,Slow,1,Water 3,,50,20,1,0.5,0.5,2,1,0.5,0.5,0.5,2,1,2,0.5,1,1,1,1,0.5,0.5
93,74,Geodude,Kleinstein,イシツブテ (Isitsubute),1,Normal,Rock Pokémon,2,Rock,Ground,0.4,20,3,Rock Head,Sturdy,Sand Veil,300,40,80,100,30,30,20,255,70,60,Medium Slow,1,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
94,74,Alolan Geodude,Kleinstein,イシツブテ (Isitsubute),1,Normal,Rock Pokémon,2,Rock,Electric,0.4,20.3,3,Magnet Pull,Sturdy,Galvanize,300,40,80,100,30,30,20,255,70,60,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
95,75,Graveler,Georok,ゴローン (Golone),1,Normal,Rock Pokémon,2,Rock,Ground,1,105,3,Rock Head,Sturdy,Sand Veil,390,55,95,115,45,45,35,120,70,137,Medium Slow,1,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
96,75,Alolan Graveler,Georok,ゴローン (Golone),1,Normal,Rock Pokémon,2,Rock,Electric,1,110,3,Magnet Pull,Sturdy,Galvanize,390,55,95,115,45,45,35,120,70,137,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
97,76,Golem,Geowaz,ゴローニャ (Golonya),1,Normal,Megaton Pokémon,2,Rock,Ground,1.4,300,3,Rock Head,Sturdy,Sand Veil,495,80,120,130,55,65,45,45,70,223,Medium Slow,1,Mineral,,50,15,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
98,76,Alolan Golem,Geowaz,ゴローニャ (Golonya),1,Normal,Megaton Pokémon,2,Rock,Electric,1.7,316,3,Magnet Pull,Sturdy,Galvanize,495,80,120,130,55,65,45,45,70,223,Medium Slow,1,Mineral,,50,15,0.5,0.5,2,0.5,2,1,2,0.5,4,0.25,1,1,1,1,1,1,1,1
99,77,Ponyta,Ponita,ポニータ (Ponyta),1,Normal,Fire Horse Pokémon,1,Fire,,1,30,3,Run Away,Flash Fire,Flame Body,410,50,85,55,65,65,90,190,70,82,Medium Fast,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
100,77,Galarian Ponyta,Ponita,ポニータ (Ponyta),1,Normal,Unique Horn Pokémon,1,Psychic,,0.8,24,3,Run Away,Pastel Veil,Anticipation,410,50,85,55,65,65,90,,,,Medium Fast,1,Field,,,20,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
101,78,Rapidash,Gallopa,ギャロップ (Gallop),1,Normal,Fire Horse Pokémon,1,Fire,,1.7,95,3,Run Away,Flash Fire,Flame Body,500,65,100,70,80,80,105,60,70,175,Medium Fast,1,Field,,50,20,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
102,78,Galarian Rapidash,Gallopa,ギャロップ (Gallop),1,Normal,Unique Horn Pokémon,2,Psychic,Fairy,1.7,80,3,Run Away,Pastel Veil,Anticipation,500,65,100,70,80,80,105,,,,Medium Fast,1,Field,,,20,1,0,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
103,79,Slowpoke,Flegmon,ヤドン (Yadon),1,Normal,Dopey Pokémon,2,Water,Psychic,1.2,36,3,Oblivious,Own Tempo,Regenerator,315,90,65,65,40,40,15,190,70,63,Medium Fast,2,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
104,80,Slowbro,Lahmus,ヤドラン (Yadoran),1,Normal,Hermit Crab Pokémon,2,Water,Psychic,1.6,78.5,3,Oblivious,Own Tempo,Regenerator,490,95,75,110,100,80,30,75,70,172,Medium Fast,2,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
105,80,Mega Slowbro,Lahmus,ヤドラン (Yadoran),1,Normal,Hermit Crab Pokémon,2,Water,Psychic,2,120,1,Shell Armor,,,590,95,75,180,130,80,30,75,70,207,Medium Fast,2,Monster,Water 1,50,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
106,81,Magnemite,Magnetilo,コイル (Coil),1,Normal,Magnet Pokémon,2,Electric,Steel,0.3,6,3,Magnet Pull,Sturdy,Analytic,325,25,35,70,95,55,45,190,70,65,Medium Fast,1,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
107,82,Magneton,Magneton,レアコイル (Rarecoil),1,Normal,Magnet Pokémon,2,Electric,Steel,1,60,3,Magnet Pull,Sturdy,Analytic,465,50,60,95,120,70,70,60,70,163,Medium Fast,1,Mineral,,,20,0.5,2,1,0.5,0.5,0.5,2,0,4,0.25,0.5,0.5,0.5,1,0.5,1,0.25,0.5
108,83,Farfetch'd,Porenta,カモネギ (Kamonegi),1,Normal,Wild Duck Pokémon,2,Normal,Flying,0.8,15,3,Keen Eye,Inner Focus,Defiant,377,52,90,55,58,62,60,45,70,132,Medium Fast,2,Field,Flying,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
109,83,Galarian Farfetch'd,Porenta,カモネギ (Kamonegi),1,Normal,Wild Duck Pokémon,1,Fighting,,0.8,42,2,Steadfast,,Scrappy,377,52,95,55,58,62,55,,,,Medium Fast,2,Field,Flying,,20,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
110,84,Doduo,Dodu,ドードー (Dodo),1,Normal,Twin Bird Pokémon,2,Normal,Flying,1.4,39.2,3,Run Away,Early Bird,Tangled Feet,310,35,85,45,35,35,75,190,70,62,Medium Fast,1,Flying,,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
111,85,Dodrio,Dodri,ドードリオ (Dodorio),1,Normal,Triple Bird Pokémon,2,Normal,Flying,1.8,85.2,3,Run Away,Early Bird,Tangled Feet,470,60,110,70,60,60,110,45,70,165,Medium Fast,1,Flying,,50,20,1,1,1,2,0.5,2,1,1,0,1,1,0.5,2,0,1,1,1,1
112,86,Seel,Jurob,パウワウ (Pawou),1,Normal,Sea Lion Pokémon,1,Water,,1.1,90,3,Thick Fat,Hydration,Ice Body,325,65,45,55,45,70,45,190,70,65,Medium Fast,2,Field,Water 1,50,20,1,0.25,0.5,2,2,0.25,1,1,1,1,1,1,1,1,1,1,0.5,1
113,87,Dewgong,Jugong,ジュゴン (Jugon),1,Normal,Sea Lion Pokémon,2,Water,Ice,1.7,120,3,Thick Fat,Hydration,Ice Body,475,90,70,80,70,95,70,75,70,166,Medium Fast,2,Field,Water 1,50,20,1,0.5,0.5,2,2,0.125,2,1,1,1,1,1,2,1,1,1,1,1
114,88,Grimer,Sleima,ベトベター (Betbeter),1,Normal,Sludge Pokémon,1,Poison,,0.9,30,3,Stench,Sticky Hold,Poison Touch,325,80,80,50,40,50,25,190,70,65,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
115,88,Alolan Grimer,Sleima,ベトベター (Betbeter),1,Normal,Sludge Pokémon,2,Poison,Dark,0.7,42,3,Poison Touch,Gluttony,Power of Alchemy,325,80,80,50,40,50,25,190,70,65,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
116,89,Muk,Sleimok,ベトベトン (Betbeton),1,Normal,Sludge Pokémon,1,Poison,,1.2,30,3,Stench,Sticky Hold,Poison Touch,500,105,105,75,65,100,50,75,70,175,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
117,89,Alolan Muk,Sleimok,ベトベトン (Betbeton),1,Normal,Sludge Pokémon,2,Poison,Dark,1,52,3,Poison Touch,Gluttony,Power of Alchemy,500,105,105,75,65,100,50,75,70,175,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,1,0.5,2,1,0,1,1,0.5,1,0.5,1,1
118,90,Shellder,Muschas,シェルダー (Shellder),1,Normal,Bivalve Pokémon,1,Water,,0.3,4,3,Shell Armor,Skill Link,Overcoat,305,30,65,100,45,25,40,190,70,61,Slow,1,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
119,91,Cloyster,Austos,パルシェン (Parshen),1,Normal,Bivalve Pokémon,2,Water,Ice,1.5,132.5,3,Shell Armor,Skill Link,Overcoat,525,50,95,180,85,45,70,60,70,184,Slow,1,Water 3,,50,20,1,1,0.5,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
120,92,Gastly,Nebulak,ゴース (Ghos),1,Normal,Gas Pokémon,2,Ghost,Poison,1.3,0.1,1,Levitate,,,310,30,35,30,100,35,80,190,70,62,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
121,93,Haunter,Alpollo,ゴースト (Ghost),1,Normal,Gas Pokémon,2,Ghost,Poison,1.6,0.1,1,Levitate,,,405,45,50,45,115,55,95,90,70,142,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,0,1,2,0.25,1,2,1,2,1,0.5
122,94,Gengar,Gengar,ゲンガー (Gangar),1,Normal,Shadow Pokémon,2,Ghost,Poison,1.5,40.5,1,Cursed Body,,,500,60,65,60,130,75,110,45,70,225,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
123,94,Mega Gengar,Gengar,ゲンガー (Gangar),1,Normal,Shadow Pokémon,2,Ghost,Poison,1.4,40.5,1,Shadow Tag,,,600,60,65,80,170,95,130,45,70,270,Medium Slow,1,Amorphous,,50,20,0,1,1,1,0.5,1,0,0.25,2,1,2,0.25,1,2,1,2,1,0.5
124,95,Onix,Onix,イワーク (Iwark),1,Normal,Rock Snake Pokémon,2,Rock,Ground,8.8,210,3,Rock Head,Sturdy,Weak Armor,385,35,45,160,30,45,70,45,70,77,Medium Fast,1,Mineral,,50,25,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
125,96,Drowzee,Traumato,スリープ (Sleepe),1,Normal,Hypnosis Pokémon,1,Psychic,,1,32.4,3,Insomnia,Forewarn,Inner Focus,328,60,48,45,43,90,42,190,70,66,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
126,97,Hypno,Hypno,スリーパー (Sleeper),1,Normal,Hypnosis Pokémon,1,Psychic,,1.6,75.6,3,Insomnia,Forewarn,Inner Focus,483,85,73,70,73,115,67,75,70,169,Medium Fast,1,Human-Like,,50,20,1,1,1,1,1,1,0.5,1,1,1,0.5,2,1,2,1,2,1,1
127,98,Krabby,Krabby,クラブ (Crab),1,Normal,River Crab Pokémon,1,Water,,0.4,6.5,3,Hyper Cutter,Shell Armor,Sheer Force,325,30,105,90,25,25,50,225,70,65,Medium Fast,1,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
128,99,Kingler,Kingler,キングラー (Kingler),1,Normal,Pincer Pokémon,1,Water,,1.3,60,3,Hyper Cutter,Shell Armor,Sheer Force,475,55,130,115,50,50,75,60,70,166,Medium Fast,1,Water 3,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
129,100,Voltorb,Voltobal,ビリリダマ (Biriridama),1,Normal,Ball Pokémon,1,Electric,,0.5,10.4,3,Soundproof,Static,Aftermath,330,40,30,50,55,55,100,190,70,66,Medium Fast,1,Mineral,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
130,101,Electrode,Lektrobal,マルマイン (Marumine),1,Normal,Ball Pokémon,1,Electric,,1.2,66.6,3,Soundproof,Static,Aftermath,490,60,50,70,80,80,150,60,70,172,Medium Fast,1,Mineral,,,20,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
131,102,Exeggcute,Owei,タマタマ (Tamatama),1,Normal,Egg Pokémon,2,Grass,Psychic,0.4,2.5,2,Chlorophyll,,Harvest,325,60,40,80,60,45,40,90,70,65,Slow,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
132,103,Exeggutor,Kokowei,ナッシー (Nassy),1,Normal,Coconut Pokémon,2,Grass,Psychic,2,120,2,Chlorophyll,,Harvest,530,95,95,85,125,75,55,45,70,186,Slow,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,0.5,2,0.5,2,0.5,4,1,2,1,2,1,1
133,103,Alolan Exeggutor,Kokowei,ナッシー (Nassy),1,Normal,Coconut Pokémon,2,Grass,Dragon,10.9,415.6,2,Frisk,,Harvest,530,95,105,85,125,75,45,45,70,186,Slow,1,Grass,,50,20,1,1,0.25,0.25,0.25,4,1,2,0.5,2,1,2,1,1,2,1,1,2
134,104,Cubone,Tragosso,カラカラ (Karakara),1,Normal,Lonely Pokémon,1,Ground,,0.4,6.5,3,Rock Head,Lightning Rod,Battle Armor,320,50,50,95,40,50,35,190,70,64,Medium Fast,1,Monster,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
135,105,Marowak,Knogga,ガラガラ (Garagara),1,Normal,Bone Keeper Pokémon,1,Ground,,1,45,3,Rock Head,Lightning Rod,Battle Armor,425,60,80,110,50,80,45,75,70,149,Medium Fast,1,Monster,,50,20,1,1,2,0,2,2,1,0.5,1,1,1,1,0.5,1,1,1,1,1
136,105,Alolan Marowak,Knogga,ガラガラ (Garagara),1,Normal,Bone Keeper Pokémon,2,Fire,Ghost,1,34,3,Cursed Body,Lightning Rod,Rock Head,425,60,80,110,50,80,45,75,70,149,Medium Fast,1,Monster,,50,20,0,0.5,2,1,0.5,0.5,0,0.5,2,1,1,0.25,2,2,1,2,0.5,0.5
137,106,Hitmonlee,Kicklee,サワムラー (Sawamular),1,Normal,Kicking Pokémon,1,Fighting,,1.5,49.8,3,Limber,Reckless,Unburden,455,50,120,53,35,110,87,45,70,159,Medium Fast,1,Human-Like,,100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
138,107,Hitmonchan,Nockchan,エビワラー (Ebiwalar),1,Normal,Punching Pokémon,1,Fighting,,1.4,50.2,3,Keen Eye,Iron Fist,Inner Focus,455,50,105,79,35,110,76,45,70,159,Medium Fast,1,Human-Like,,100,25,1,1,1,1,1,1,1,1,1,2,2,0.5,0.5,1,1,0.5,1,2
139,108,Lickitung,Schlurp,ベロリンガ (Beroringa),1,Normal,Licking Pokémon,1,Normal,,1.2,65.5,3,Own Tempo,Oblivious,Cloud Nine,385,90,55,75,60,75,30,45,70,77,Medium Fast,1,Monster,,50,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
140,109,Koffing,Smogon,ドガース (Dogars),1,Normal,Poison Gas Pokémon,1,Poison,,0.6,1,3,Levitate,Neutralizing Gas,Stench,340,40,65,95,60,45,35,190,70,68,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5
141,110,Weezing,Smogmog,マタドガス (Matadogas),1,Normal,Poison Gas Pokémon,1,Poison,,1.2,9.5,3,Levitate,Neutralizing Gas,Stench,490,65,90,120,85,70,60,60,70,172,Medium Fast,1,Amorphous,,50,20,1,1,1,1,0.5,1,0.5,0.5,0,1,2,0.5,1,1,1,1,1,0.5
142,110,Galarian Weezing,Smogmog,マタドガス (Matadogas),1,Normal,Poison Gas Pokémon,2,Poison,Fairy,3,16,3,Levitate,Neutralizing Gas,Misty Surge,490,65,90,120,85,70,60,,,,Medium Fast,1,Amorphous,,,20,1,1,1,1,0.5,1,0.5,0.5,2,1,2,0.5,1,1,1,1,1,0.5
143,111,Rhyhorn,Rihorn,サイホーン (Sihorn),1,Normal,Spikes Pokémon,2,Ground,Rock,1,115,3,Lightning Rod,Rock Head,Reckless,345,80,85,95,30,30,25,120,70,69,Slow,2,Field,Monster,50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
144,112,Rhydon,Rizeros,サイドン (Sidon),1,Normal,Drill Pokémon,2,Ground,Rock,1.9,120,3,Lightning Rod,Rock Head,Reckless,485,105,130,120,45,45,40,60,70,170,Slow,2,Field,Monster,50,20,0.5,0.5,4,0,4,2,2,0.25,2,0.5,1,1,0.5,1,1,1,2,1
145,113,Chansey,Chaneira,ラッキー (Lucky),1,Normal,Egg Pokémon,1,Normal,,1.1,34.6,3,Natural Cure,Serene Grace,Healer,450,250,5,5,35,105,50,30,140,395,Fast,1,Fairy,,0,40,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
146,114,Tangela,Tangela,モンジャラ (Monjara),1,Normal,Vine Pokémon,1,Grass,,1,35,3,Chlorophyll,Leaf Guard,Regenerator,435,65,55,115,100,40,60,45,70,87,Medium Fast,1,Grass,,50,20,1,2,0.5,0.5,0.5,2,1,2,0.5,2,1,2,1,1,1,1,1,1
147,115,Kangaskhan,Kangama,ガルーラ (Garura),1,Normal,Parent Pokémon,1,Normal,,2.2,80,3,Early Bird,Scrappy,Inner Focus,490,105,95,80,40,80,90,45,70,172,Medium Fast,1,Monster,,0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
148,115,Mega Kangaskhan,Kangama,ガルーラ (Garura),1,Normal,Parent Pokémon,1,Normal,,2.2,100,1,Parental Bond,,,590,105,125,100,60,100,100,45,70,207,Medium Fast,1,Monster,,0,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
149,116,Horsea,Seeper,タッツー (Tattu),1,Normal,Dragon Pokémon,1,Water,,0.4,8,3,Swift Swim,Sniper,Damp,295,30,40,70,70,25,60,225,70,59,Medium Fast,2,Dragon,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
150,117,Seadra,Seemon,シードラ (Seadra),1,Normal,Dragon Pokémon,1,Water,,1.2,25,3,Poison Point,Sniper,Damp,440,55,65,95,95,45,85,75,70,154,Medium Fast,2,Dragon,Water 1,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
151,118,Goldeen,Goldini,トサキント (Tosakinto),1,Normal,Goldfish Pokémon,1,Water,,0.6,15,3,Swift Swim,Water Veil,Lightning Rod,320,45,67,60,35,50,63,225,70,64,Medium Fast,1,Water 2,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
152,119,Seaking,Golking,アズマオウ (Azumao),1,Normal,Goldfish Pokémon,1,Water,,1.3,39,3,Swift Swim,Water Veil,Lightning Rod,450,80,92,65,65,80,68,60,70,158,Medium Fast,1,Water 2,,50,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
153,120,Staryu,Sterndu,ヒトデマン (Hitodeman),1,Normal,Star Shape Pokémon,1,Water,,0.8,34.5,3,Illuminate,Natural Cure,Analytic,340,30,45,55,70,55,85,225,70,68,Slow,1,Water 3,,,20,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
154,121,Starmie,Starmie,スターミー (Starmie),1,Normal,Mysterious Pokémon,2,Water,Psychic,1.1,80,3,Illuminate,Natural Cure,Analytic,520,60,75,85,100,85,115,60,70,182,Slow,1,Water 3,,,20,1,0.5,0.5,2,2,0.5,0.5,1,1,1,0.5,2,1,2,1,2,0.5,1
155,122,Mr. Mime,Pantimos,バリヤード (Barrierd),1,Normal,Barrier Pokémon,2,Psychic,Fairy,1.3,54.5,3,Soundproof,Filter,Technician,460,40,45,65,100,120,90,45,70,161,Medium Fast,1,Human-Like,,50,25,1,1,1,1,1,1,0.25,2,1,1,0.5,1,1,2,0,1,2,1
156,122,Galarian Mr. Mime,Pantimos,バリヤード (Barrierd),1,Normal,Dancing Pokémon,2,Psychic,Ice,1.4,56.8,3,Vital Spirit,Screen Cleaner,Ice Body,460,50,65,65,90,90,100,,,,Medium Fast,1,Human-Like,,,25,1,1,1,1,1,1,0.25,1.5,1,1,0.5,1,1,1.5,0,1,1.5,1
157,123,Scyther,Sichlor,ストライク (Strike),1,Normal,Mantis Pokémon,2,Bug,Flying,1.5,56,3,Swarm,Technician,Steadfast,500,70,110,80,55,80,105,45,70,100,Medium Fast,1,Bug,,50,25,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
158,124,Jynx,Rossana,ルージュラ (Rougela),1,Normal,Human Shape Pokémon,2,Ice,Psychic,1.4,40.6,3,Oblivious,Forewarn,Dry Skin,455,65,50,35,115,95,95,45,70,159,Medium Fast,1,Human-Like,,0,25,1,2,1,1,1,0.5,1,1,1,1,0.5,2,2,2,1,2,2,1
159,125,Electabuzz,Elektek,エレブー (Eleboo),1,Normal,Electric Pokémon,1,Electric,,1.1,30,2,Static,,Vital Spirit,490,65,83,57,95,85,105,45,70,172,Medium Fast,1,Human-Like,,75,25,1,1,1,0.5,1,1,1,1,2,0.5,1,1,1,1,1,1,0.5,1
160,126,Magmar,Magmar,ブーバー (Boober),1,Normal,Spitfire Pokémon,1,Fire,,1.3,44.5,2,Flame Body,,Vital Spirit,495,65,95,57,100,85,93,45,70,173,Medium Fast,1,Human-Like,,75,25,1,0.5,2,1,0.5,0.5,1,1,2,1,1,0.5,2,1,1,1,0.5,0.5
161,127,Pinsir,Pinsir,カイロス (Kailios),1,Normal,Stag Beetle Pokémon,1,Bug,,1.5,55,3,Hyper Cutter,Mold Breaker,Moxie,500,65,125,100,55,70,85,45,70,175,Slow,1,Bug,,50,25,1,2,1,1,0.5,1,0.5,1,0.5,2,1,1,2,1,1,1,1,1
162,127,Mega Pinsir,Pinsir,カイロス (Kailios),1,Normal,Stag Beetle Pokémon,2,Bug,Flying,1.7,59,1,Aerilate,,,600,65,155,120,65,90,105,45,70,210,Slow,1,Bug,,50,25,1,2,1,2,0.25,2,0.25,1,0,2,1,0.5,4,1,1,1,1,1
163,128,Tauros,Tauros,ケンタロス (Kentauros),1,Normal,Wild Bull Pokémon,1,Normal,,1.4,88.4,3,Intimidate,Anger Point,Sheer Force,490,75,100,95,40,70,110,45,70,172,Slow,1,Field,,100,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
164,129,Magikarp,Karpador,コイキング (Koiking),1,Normal,Fish Pokémon,1,Water,,0.9,10,2,Swift Swim,,Rattled,200,20,10,55,15,20,80,255,70,40,Slow,2,Dragon,Water 2,50,5,1,0.5,0.5,2,2,0.5,1,1,1,1,1,1,1,1,1,1,0.5,1
165,130,Gyarados,Garados,ギャラドス (Gyarados),1,Normal,Atrocious Pokémon,2,Water,Flying,6.5,235,2,Intimidate,,Moxie,540,95,125,79,60,100,81,45,70,189,Slow,2,Dragon,Water 2,50,5,1,0.5,0.5,4,1,1,0.5,1,0,1,1,0.5,2,1,1,1,0.5,1
166,130,Mega Gyarados,Garados,ギャラドス (Gyarados),1,Normal,Atrocious Pokémon,2,Water,Dark,6.5,305,1,Mold Breaker,,,640,95,155,109,70,130,81,45,70,224,Slow,2,Dragon,Water 2,50,5,1,0.5,0.5,2,2,0.5,2,1,1,1,0,2,1,0.5,1,0.5,0.5,2
167,131,Lapras,Lapras,ラプラス (Laplace),1,Normal,Transport Pokémon,2,Water,Ice,2.5,220,3,Water Absorb,Shell Armor,Hydration,535,130,85,80,85,95,60,45,70,187,Slow,2,Monster,Water 1,50,40,1,1,0,2,2,0.25,2,1,1,1,1,1,2,1,1,1,1,1
168,132,Ditto,Ditto,メタモン (Metamon),1,Normal,Transform Pokémon,1,Normal,,0.3,4,2,Limber,,Imposter,288,48,48,48,48,48,48,35,70,101,Medium Fast,1,Ditto,,,20,1,1,1,1,1,1,2,1,1,1,1,1,1,0,1,1,1,1
